lr-SGD,step,train_loss_step,train_acc_step,epoch,val_loss_step,val_acc_step,val_loss_epoch,val_acc_epoch,train_loss_epoch,train_acc_epoch,test_loss_step,test_acc_step,test_loss_epoch,test_acc_epoch
,70,,,,1.158440351486206,0.60546875,,,,,,,,
,71,,,,0.9846992492675781,0.6640625,,,,,,,,
,72,,,,1.1307666301727295,0.63671875,,,,,,,,
,73,,,,1.0717421770095825,0.62109375,,,,,,,,
,74,,,,1.1224029064178467,0.61328125,,,,,,,,
,75,,,,0.9631630778312683,0.63671875,,,,,,,,
,76,,,,1.028220534324646,0.62109375,,,,,,,,
,77,,,,1.0076786279678345,0.66015625,,,,,,,,
,78,,,,1.178094744682312,0.56640625,,,,,,,,
,79,,,,1.3373637199401855,0.5,,,,,,,,
,391,,,1,,,1.0705684423446655,0.6301000118255615,,,,,,
,391,,,1,,,,,1.1870616674423218,0.5777400135993958,,,,
0.19065480115928712,399,,,,,,,,,,,,,
,399,1.1022619009017944,0.59765625,2,,,,,,,,,,
0.21382831290240487,449,,,,,,,,,,,,,
,449,1.0113564729690552,0.6484375,2,,,,,,,,,,
0.23700182464552264,499,,,,,,,,,,,,,
,499,0.8969287276268005,0.66796875,2,,,,,,,,,,
0.2601753363886404,549,,,,,,,,,,,,,
,549,0.7181063890457153,0.76953125,2,,,,,,,,,,
,80,,,,0.8796297907829285,0.703125,,,,,,,,
,81,,,,0.9589196443557739,0.7109375,,,,,,,,
,82,,,,0.8902687430381775,0.671875,,,,,,,,
,83,,,,0.9337228536605835,0.6953125,,,,,,,,
,84,,,,0.8572194576263428,0.703125,,,,,,,,
,85,,,,0.8163319826126099,0.69921875,,,,,,,,
,86,,,,0.9408903121948242,0.7109375,,,,,,,,
,87,,,,0.9839664697647095,0.66015625,,,,,,,,
,88,,,,0.9400328993797302,0.66015625,,,,,,,,
,89,,,,1.011519193649292,0.66015625,,,,,,,,
,90,,,,1.0051743984222412,0.65234375,,,,,,,,
,91,,,,0.8239941000938416,0.73046875,,,,,,,,
,92,,,,0.91325843334198,0.69140625,,,,,,,,
,93,,,,1.1368943452835083,0.59375,,,,,,,,
,94,,,,0.9661141633987427,0.68359375,,,,,,,,
,95,,,,0.7928555607795715,0.70703125,,,,,,,,
,96,,,,0.9486665725708008,0.703125,,,,,,,,
,97,,,,0.9459585547447205,0.703125,,,,,,,,
,98,,,,0.8246989250183105,0.6875,,,,,,,,
,99,,,,0.826080322265625,0.71875,,,,,,,,
,100,,,,0.9032050371170044,0.68359375,,,,,,,,
,101,,,,1.0716859102249146,0.65625,,,,,,,,
,102,,,,1.0313175916671753,0.67578125,,,,,,,,
,103,,,,1.0107656717300415,0.65625,,,,,,,,
,104,,,,1.0020778179168701,0.66796875,,,,,,,,
,105,,,,1.0436939001083374,0.64453125,,,,,,,,
,106,,,,0.9564205408096313,0.68359375,,,,,,,,
,107,,,,0.9284807443618774,0.66796875,,,,,,,,
,108,,,,0.8647539019584656,0.6953125,,,,,,,,
,109,,,,0.9382163286209106,0.68359375,,,,,,,,
,110,,,,1.0201890468597412,0.66796875,,,,,,,,
,111,,,,0.8663769364356995,0.6875,,,,,,,,
,112,,,,0.8855887055397034,0.6640625,,,,,,,,
,113,,,,0.9428911805152893,0.6796875,,,,,,,,
,114,,,,1.0672656297683716,0.63671875,,,,,,,,
,115,,,,0.8038705587387085,0.7265625,,,,,,,,
,116,,,,0.8392424583435059,0.6953125,,,,,,,,
,117,,,,0.7830747365951538,0.73046875,,,,,,,,
,118,,,,0.9638465642929077,0.671875,,,,,,,,
,119,,,,0.6907727718353271,0.6875,,,,,,,,
,587,,,2,,,0.9308757781982422,0.6826000213623047,,,,,,
,587,,,2,,,,,0.9424930214881897,0.6671000123023987,,,,
0.28334884813175815,599,,,,,,,,,,,,,
,599,0.9349623322486877,0.6484375,3,,,,,,,,,,
0.3065223598748759,649,,,,,,,,,,,,,
,649,0.8534469604492188,0.66796875,3,,,,,,,,,,
0.3296958716179937,699,,,,,,,,,,,,,
,699,0.8073562383651733,0.7421875,3,,,,,,,,,,
0.3528693833611115,749,,,,,,,,,,,,,
,749,0.5385710597038269,0.796875,3,,,,,,,,,,
,120,,,,0.7467764616012573,0.73828125,,,,,,,,
,121,,,,0.8023718595504761,0.72265625,,,,,,,,
,122,,,,0.6775713562965393,0.79296875,,,,,,,,
,123,,,,0.8407221436500549,0.7109375,,,,,,,,
,124,,,,0.7787961959838867,0.7109375,,,,,,,,
,125,,,,0.8229443430900574,0.72265625,,,,,,,,
,126,,,,0.7935543060302734,0.73828125,,,,,,,,
,127,,,,0.8789571523666382,0.70703125,,,,,,,,
,128,,,,0.9376714825630188,0.69140625,,,,,,,,
,129,,,,0.9120631217956543,0.71484375,,,,,,,,
,130,,,,0.8372808694839478,0.7109375,,,,,,,,
,131,,,,0.7149128317832947,0.7734375,,,,,,,,
,132,,,,0.7877413630485535,0.7109375,,,,,,,,
,133,,,,0.902172863483429,0.68359375,,,,,,,,
,134,,,,0.8396889567375183,0.7109375,,,,,,,,
,135,,,,0.7341853976249695,0.7578125,,,,,,,,
,136,,,,0.817001461982727,0.7265625,,,,,,,,
,137,,,,0.7288013100624084,0.73828125,,,,,,,,
,138,,,,0.7342312335968018,0.7265625,,,,,,,,
,139,,,,0.7179144620895386,0.76171875,,,,,,,,
,140,,,,0.8094491958618164,0.70703125,,,,,,,,
,141,,,,0.8259521722793579,0.71484375,,,,,,,,
,142,,,,0.847494900226593,0.73046875,,,,,,,,
,143,,,,0.7577952742576599,0.71875,,,,,,,,
,144,,,,0.7121348977088928,0.734375,,,,,,,,
,145,,,,0.7651054263114929,0.7578125,,,,,,,,
,146,,,,0.912619411945343,0.703125,,,,,,,,
,147,,,,0.7119174599647522,0.72265625,,,,,,,,
,148,,,,0.7464656233787537,0.7421875,,,,,,,,
,149,,,,0.7885898351669312,0.76171875,,,,,,,,
,150,,,,0.9051744341850281,0.69140625,,,,,,,,
,151,,,,0.7067106366157532,0.765625,,,,,,,,
,152,,,,0.7905197143554688,0.73828125,,,,,,,,
,153,,,,0.9249617457389832,0.71484375,,,,,,,,
,154,,,,0.8648260235786438,0.73046875,,,,,,,,
,155,,,,0.7480953335762024,0.765625,,,,,,,,
,156,,,,0.8311715126037598,0.72265625,,,,,,,,
,157,,,,0.6428235769271851,0.7578125,,,,,,,,
,158,,,,0.8695946335792542,0.7109375,,,,,,,,
,159,,,,0.48602747917175293,0.8125,,,,,,,,
,783,,,3,,,0.7986466884613037,0.7293999791145325,,,,,,
,783,,,3,,,,,0.7778650522232056,0.7280200123786926,,,,
0.3760428951042292,799,,,,,,,,,,,,,
,799,0.7337764501571655,0.734375,4,,,,,,,,,,
0.399216406847347,849,,,,,,,,,,,,,
,849,0.7008573412895203,0.73828125,4,,,,,,,,,,
0.4223899185904648,899,,,,,,,,,,,,,
,899,0.6280146241188049,0.77734375,4,,,,,,,,,,
0.44556343033358253,949,,,,,,,,,,,,,
,949,0.6410039663314819,0.765625,4,,,,,,,,,,
,160,,,,0.6779147386550903,0.7578125,,,,,,,,
,161,,,,0.6657878160476685,0.7890625,,,,,,,,
,162,,,,0.5854182839393616,0.796875,,,,,,,,
,163,,,,0.7345219850540161,0.72265625,,,,,,,,
,164,,,,0.6066404581069946,0.78515625,,,,,,,,
,165,,,,0.7216296792030334,0.71875,,,,,,,,
,166,,,,0.6937582492828369,0.77734375,,,,,,,,
,167,,,,0.7394887208938599,0.75390625,,,,,,,,
,168,,,,0.804664134979248,0.71875,,,,,,,,
,169,,,,0.7588543891906738,0.76171875,,,,,,,,
,170,,,,0.6886917352676392,0.78125,,,,,,,,
,171,,,,0.6731849312782288,0.77734375,,,,,,,,
,172,,,,0.7486220598220825,0.734375,,,,,,,,
,173,,,,0.7395561337471008,0.765625,,,,,,,,
,174,,,,0.7306108474731445,0.74609375,,,,,,,,
,175,,,,0.683504581451416,0.75390625,,,,,,,,
,176,,,,0.6324541568756104,0.796875,,,,,,,,
,177,,,,0.6305529475212097,0.77734375,,,,,,,,
,178,,,,0.7394105792045593,0.7265625,,,,,,,,
,179,,,,0.8324393033981323,0.703125,,,,,,,,
,180,,,,0.7693565487861633,0.73828125,,,,,,,,
,181,,,,0.6667298078536987,0.76953125,,,,,,,,
,182,,,,0.7248581051826477,0.75,,,,,,,,
,183,,,,0.71929931640625,0.73828125,,,,,,,,
,184,,,,0.7165811061859131,0.7734375,,,,,,,,
,185,,,,0.7414451837539673,0.765625,,,,,,,,
,186,,,,0.6612586975097656,0.76171875,,,,,,,,
,187,,,,0.7152231335639954,0.76953125,,,,,,,,
,188,,,,0.6585124731063843,0.765625,,,,,,,,
,189,,,,0.6902797818183899,0.76171875,,,,,,,,
,190,,,,0.7301599383354187,0.75,,,,,,,,
,191,,,,0.6451416611671448,0.80859375,,,,,,,,
,192,,,,0.6937068104743958,0.74609375,,,,,,,,
,193,,,,0.8223887085914612,0.69921875,,,,,,,,
,194,,,,0.7823683619499207,0.7578125,,,,,,,,
,195,,,,0.5955868363380432,0.7734375,,,,,,,,
,196,,,,0.8068874478340149,0.734375,,,,,,,,
,197,,,,0.5151591300964355,0.83203125,,,,,,,,
,198,,,,0.7840821146965027,0.70703125,,,,,,,,
,199,,,,0.6114062666893005,0.75,,,,,,,,
,979,,,4,,,0.7056625485420227,0.7576000094413757,,,,,,
,979,,,4,,,,,0.682445228099823,0.7613199949264526,,,,
0.4687369420767003,999,,,,,,,,,,,,,
,999,0.5988537669181824,0.81640625,5,,,,,,,,,,
0.49191045381981807,1049,,,,,,,,,,,,,
,1049,0.5991888642311096,0.8046875,5,,,,,,,,,,
0.5150839655629359,1099,,,,,,,,,,,,,
,1099,0.6233901381492615,0.765625,5,,,,,,,,,,
0.5382574773060537,1149,,,,,,,,,,,,,
,1149,0.5298536419868469,0.77734375,5,,,,,,,,,,
,200,,,,0.8716307878494263,0.7421875,,,,,,,,
,201,,,,0.849071741104126,0.6953125,,,,,,,,
,202,,,,0.6617708206176758,0.76953125,,,,,,,,
,203,,,,0.8900707364082336,0.69921875,,,,,,,,
,204,,,,0.9265215396881104,0.74609375,,,,,,,,
,205,,,,0.6892083287239075,0.7734375,,,,,,,,
,206,,,,0.8953134417533875,0.73046875,,,,,,,,
,207,,,,0.9937682151794434,0.7109375,,,,,,,,
,208,,,,0.9971281290054321,0.69140625,,,,,,,,
,209,,,,0.9126714468002319,0.69140625,,,,,,,,
,210,,,,0.8585872650146484,0.72265625,,,,,,,,
,211,,,,0.8482861518859863,0.73046875,,,,,,,,
,212,,,,0.9067867398262024,0.71484375,,,,,,,,
,213,,,,1.0155061483383179,0.67578125,,,,,,,,
,214,,,,0.9896529316902161,0.7109375,,,,,,,,
,215,,,,0.8373883962631226,0.73828125,,,,,,,,
,216,,,,0.8013225793838501,0.765625,,,,,,,,
,217,,,,0.8625842928886414,0.73046875,,,,,,,,
,218,,,,0.8855265974998474,0.765625,,,,,,,,
,219,,,,0.8765499591827393,0.7421875,,,,,,,,
,220,,,,0.8841012120246887,0.73046875,,,,,,,,
,221,,,,0.9227421283721924,0.73046875,,,,,,,,
,222,,,,0.9300475120544434,0.71875,,,,,,,,
,223,,,,0.7791345119476318,0.7109375,,,,,,,,
,224,,,,0.8011590838432312,0.71875,,,,,,,,
,225,,,,0.7625554203987122,0.75390625,,,,,,,,
,226,,,,0.9791867136955261,0.66796875,,,,,,,,
,227,,,,0.797353208065033,0.765625,,,,,,,,
,228,,,,0.9128517508506775,0.7421875,,,,,,,,
,229,,,,0.9144085049629211,0.71875,,,,,,,,
,230,,,,0.8385235667228699,0.73828125,,,,,,,,
,231,,,,0.8369274735450745,0.7265625,,,,,,,,
,232,,,,0.9204580783843994,0.70703125,,,,,,,,
,233,,,,0.9841985106468201,0.7109375,,,,,,,,
,234,,,,0.9581415057182312,0.703125,,,,,,,,
,235,,,,0.7646526098251343,0.7421875,,,,,,,,
,236,,,,0.936887800693512,0.69921875,,,,,,,,
,237,,,,0.6593616604804993,0.7734375,,,,,,,,
,238,,,,0.8678826689720154,0.7578125,,,,,,,,
,239,,,,1.0963867902755737,0.625,,,,,,,,
,1175,,,5,,,0.8726641535758972,0.7271000146865845,,,,,,
,1175,,,5,,,,,0.6105326414108276,0.7872599959373474,,,,
0.5614309890491714,1199,,,,,,,,,,,,,
,1199,0.5344558358192444,0.80859375,6,,,,,,,,,,
0.569940621165917,1249,,,,,,,,,,,,,
,1249,0.5738481879234314,0.77734375,6,,,,,,,,,,
0.5637863736562904,1299,,,,,,,,,,,,,
,1299,0.5828334093093872,0.79296875,6,,,,,,,,,,
0.5576321261466638,1349,,,,,,,,,,,,,
,1349,0.4888146221637726,0.83984375,6,,,,,,,,,,
,240,,,,0.6282190084457397,0.79296875,,,,,,,,
,241,,,,0.6440981030464172,0.76953125,,,,,,,,
,242,,,,0.5607699751853943,0.8046875,,,,,,,,
,243,,,,0.7211201190948486,0.79296875,,,,,,,,
,244,,,,0.6810234785079956,0.7890625,,,,,,,,
,245,,,,0.5270824432373047,0.82421875,,,,,,,,
,246,,,,0.7756326198577881,0.73828125,,,,,,,,
,247,,,,0.7620899677276611,0.74609375,,,,,,,,
,248,,,,0.7679921388626099,0.75,,,,,,,,
,249,,,,0.7883315682411194,0.76953125,,,,,,,,
,250,,,,0.6640000939369202,0.8046875,,,,,,,,
,251,,,,0.7473587989807129,0.78125,,,,,,,,
,252,,,,0.6685836315155029,0.76171875,,,,,,,,
,253,,,,0.7728023529052734,0.734375,,,,,,,,
,254,,,,0.7029277086257935,0.75390625,,,,,,,,
,255,,,,0.5744805335998535,0.828125,,,,,,,,
,256,,,,0.5881891250610352,0.796875,,,,,,,,
,257,,,,0.6711973547935486,0.765625,,,,,,,,
,258,,,,0.6412836909294128,0.78515625,,,,,,,,
,259,,,,0.723609447479248,0.76171875,,,,,,,,
,260,,,,0.7538143992424011,0.7578125,,,,,,,,
,261,,,,0.7202778458595276,0.77734375,,,,,,,,
,262,,,,0.6244611740112305,0.80078125,,,,,,,,
,263,,,,0.734548807144165,0.76953125,,,,,,,,
,264,,,,0.6942095756530762,0.80078125,,,,,,,,
,265,,,,0.7253848910331726,0.765625,,,,,,,,
,266,,,,0.7350769639015198,0.7734375,,,,,,,,
,267,,,,0.7468240261077881,0.765625,,,,,,,,
,268,,,,0.7654795050621033,0.7578125,,,,,,,,
,269,,,,0.6789363622665405,0.765625,,,,,,,,
,270,,,,0.7246569395065308,0.77734375,,,,,,,,
,271,,,,0.6237334609031677,0.8046875,,,,,,,,
,272,,,,0.6978503465652466,0.7734375,,,,,,,,
,273,,,,0.8172409534454346,0.74609375,,,,,,,,
,274,,,,0.7307502627372742,0.78125,,,,,,,,
,275,,,,0.5817136168479919,0.796875,,,,,,,,
,276,,,,0.7658436298370361,0.765625,,,,,,,,
,277,,,,0.5448991656303406,0.828125,,,,,,,,
,278,,,,0.7975050806999207,0.72265625,,,,,,,,
,279,,,,0.7439329028129578,0.75,,,,,,,,
,1371,,,6,,,0.6942847371101379,0.7764000296592712,,,,,,
,1371,,,6,,,,,0.5441164970397949,0.8118799924850464,,,,
0.5514778786370371,1399,,,,,,,,,,,,,
,1399,0.5839592218399048,0.7890625,7,,,,,,,,,,
0.5453236311274106,1449,,,,,,,,,,,,,
,1449,0.45303404331207275,0.8515625,7,,,,,,,,,,
0.5391693836177839,1499,,,,,,,,,,,,,
,1499,0.3745655119419098,0.87890625,7,,,,,,,,,,
0.5330151361081573,1549,,,,,,,,,,,,,
,1549,0.5362215042114258,0.83203125,7,,,,,,,,,,
,280,,,,0.5311993360519409,0.81640625,,,,,,,,
,281,,,,0.3970808982849121,0.84765625,,,,,,,,
,282,,,,0.5096448659896851,0.8203125,,,,,,,,
,283,,,,0.5153954029083252,0.8203125,,,,,,,,
,284,,,,0.569195032119751,0.828125,,,,,,,,
,285,,,,0.5259292721748352,0.8046875,,,,,,,,
,286,,,,0.6374293565750122,0.78515625,,,,,,,,
,287,,,,0.5978071093559265,0.75390625,,,,,,,,
,288,,,,0.6287549138069153,0.796875,,,,,,,,
,289,,,,0.6666009426116943,0.76171875,,,,,,,,
,290,,,,0.5571268796920776,0.8125,,,,,,,,
,291,,,,0.5750593543052673,0.828125,,,,,,,,
,292,,,,0.5690507888793945,0.7734375,,,,,,,,
,293,,,,0.6318146586418152,0.80078125,,,,,,,,
,294,,,,0.6192544102668762,0.79296875,,,,,,,,
,295,,,,0.4484816789627075,0.84765625,,,,,,,,
,296,,,,0.5222660899162292,0.828125,,,,,,,,
,297,,,,0.37750402092933655,0.87109375,,,,,,,,
,298,,,,0.5112015604972839,0.83203125,,,,,,,,
,299,,,,0.5941908359527588,0.76171875,,,,,,,,
,300,,,,0.6055527925491333,0.8046875,,,,,,,,
,301,,,,0.5685678124427795,0.796875,,,,,,,,
,302,,,,0.6133206486701965,0.765625,,,,,,,,
,303,,,,0.5963714122772217,0.81640625,,,,,,,,
,304,,,,0.5630398988723755,0.80859375,,,,,,,,
,305,,,,0.548176646232605,0.8203125,,,,,,,,
,306,,,,0.5421419739723206,0.79296875,,,,,,,,
,307,,,,0.5787755846977234,0.80078125,,,,,,,,
,308,,,,0.49003106355667114,0.82421875,,,,,,,,
,309,,,,0.6176261305809021,0.79296875,,,,,,,,
,310,,,,0.5566879510879517,0.8046875,,,,,,,,
,311,,,,0.5896167159080505,0.796875,,,,,,,,
,312,,,,0.49508294463157654,0.8359375,,,,,,,,
,313,,,,0.6244760751724243,0.79296875,,,,,,,,
,314,,,,0.5047171711921692,0.83203125,,,,,,,,
,315,,,,0.5203513503074646,0.8125,,,,,,,,
,316,,,,0.5294796228408813,0.79296875,,,,,,,,
,317,,,,0.43268775939941406,0.84375,,,,,,,,
,318,,,,0.6088427305221558,0.796875,,,,,,,,
,319,,,,0.650198221206665,0.75,,,,,,,,
,1567,,,7,,,0.553246021270752,0.8080000281333923,,,,,,
,1567,,,7,,,,,0.5002492070198059,0.8288000226020813,,,,
0.5268608885985306,1599,,,,,,,,,,,,,
,1599,0.5089889168739319,0.83203125,8,,,,,,,,,,
0.5207066410889041,1649,,,,,,,,,,,,,
,1649,0.544451117515564,0.796875,8,,,,,,,,,,
0.5145523935792774,1699,,,,,,,,,,,,,
,1699,0.5469023585319519,0.78125,8,,,,,,,,,,
0.5083981460696508,1749,,,,,,,,,,,,,
,1749,0.4168380796909332,0.86328125,8,,,,,,,,,,
,320,,,,0.5246109366416931,0.82421875,,,,,,,,
,321,,,,0.5000989437103271,0.828125,,,,,,,,
,322,,,,0.44957810640335083,0.83203125,,,,,,,,
,323,,,,0.5363277792930603,0.8125,,,,,,,,
,324,,,,0.5918236970901489,0.81640625,,,,,,,,
,325,,,,0.4684450626373291,0.84375,,,,,,,,
,326,,,,0.6345359683036804,0.78515625,,,,,,,,
,327,,,,0.6067337393760681,0.7890625,,,,,,,,
,328,,,,0.6768275499343872,0.765625,,,,,,,,
,329,,,,0.6036072373390198,0.81640625,,,,,,,,
,330,,,,0.577862560749054,0.79296875,,,,,,,,
,331,,,,0.5995808243751526,0.8125,,,,,,,,
,332,,,,0.5928968787193298,0.77734375,,,,,,,,
,333,,,,0.599967360496521,0.796875,,,,,,,,
,334,,,,0.5985282063484192,0.80078125,,,,,,,,
,335,,,,0.5071015357971191,0.828125,,,,,,,,
,336,,,,0.5142778158187866,0.84765625,,,,,,,,
,337,,,,0.4888719320297241,0.8046875,,,,,,,,
,338,,,,0.566683828830719,0.8125,,,,,,,,
,339,,,,0.6677266359329224,0.7890625,,,,,,,,
,340,,,,0.5802844166755676,0.8203125,,,,,,,,
,341,,,,0.6363146901130676,0.7890625,,,,,,,,
,342,,,,0.5565261244773865,0.8203125,,,,,,,,
,343,,,,0.5090171098709106,0.84375,,,,,,,,
,344,,,,0.5356753468513489,0.83203125,,,,,,,,
,345,,,,0.525446355342865,0.83984375,,,,,,,,
,346,,,,0.6021494269371033,0.796875,,,,,,,,
,347,,,,0.6202606558799744,0.796875,,,,,,,,
,348,,,,0.5924949049949646,0.79296875,,,,,,,,
,349,,,,0.599343478679657,0.79296875,,,,,,,,
,350,,,,0.6234230399131775,0.7890625,,,,,,,,
,351,,,,0.5742246508598328,0.78515625,,,,,,,,
,352,,,,0.5783300399780273,0.7890625,,,,,,,,
,353,,,,0.7262097597122192,0.77734375,,,,,,,,
,354,,,,0.5035759210586548,0.83984375,,,,,,,,
,355,,,,0.5908175110816956,0.79296875,,,,,,,,
,356,,,,0.733454167842865,0.7265625,,,,,,,,
,357,,,,0.39630022644996643,0.87109375,,,,,,,,
,358,,,,0.6091232895851135,0.7734375,,,,,,,,
,359,,,,0.8063913583755493,0.6875,,,,,,,,
,1763,,,8,,,0.5747060179710388,0.8061000108718872,,,,,,
,1763,,,8,,,,,0.46507421135902405,0.8379799723625183,,,,
0.5022438985600242,1799,,,,,,,,,,,,,
,1799,0.4864962697029114,0.8359375,9,,,,,,,,,,
0.4960896510503976,1849,,,,,,,,,,,,,
,1849,0.35383498668670654,0.88671875,9,,,,,,,,,,
0.489935403540771,1899,,,,,,,,,,,,,
,1899,0.420836865901947,0.84765625,9,,,,,,,,,,
0.48378115603114435,1949,,,,,,,,,,,,,
,1949,0.43351638317108154,0.84765625,9,,,,,,,,,,
,360,,,,0.5089791417121887,0.8359375,,,,,,,,
,361,,,,0.5505414605140686,0.80859375,,,,,,,,
,362,,,,0.4614708423614502,0.8359375,,,,,,,,
,363,,,,0.5680943727493286,0.82421875,,,,,,,,
,364,,,,0.665772020816803,0.79296875,,,,,,,,
,365,,,,0.42273712158203125,0.84765625,,,,,,,,
,366,,,,0.621171772480011,0.7734375,,,,,,,,
,367,,,,0.5597666501998901,0.8125,,,,,,,,
,368,,,,0.6327968239784241,0.828125,,,,,,,,
,369,,,,0.7112138271331787,0.796875,,,,,,,,
,370,,,,0.4343862533569336,0.875,,,,,,,,
,371,,,,0.5058205723762512,0.84375,,,,,,,,
,372,,,,0.5398557186126709,0.8046875,,,,,,,,
,373,,,,0.5982043147087097,0.7890625,,,,,,,,
,374,,,,0.5864065289497375,0.8203125,,,,,,,,
,375,,,,0.40314528346061707,0.86328125,,,,,,,,
,376,,,,0.46058031916618347,0.8515625,,,,,,,,
,377,,,,0.41326749324798584,0.8515625,,,,,,,,
,378,,,,0.5131290555000305,0.8515625,,,,,,,,
,379,,,,0.5792738199234009,0.79296875,,,,,,,,
,380,,,,0.5877513885498047,0.8046875,,,,,,,,
,381,,,,0.5141526460647583,0.828125,,,,,,,,
,382,,,,0.5373976230621338,0.8203125,,,,,,,,
,383,,,,0.5171288251876831,0.80078125,,,,,,,,
,384,,,,0.507669985294342,0.84375,,,,,,,,
,385,,,,0.49232715368270874,0.828125,,,,,,,,
