input_img,transparency,output 0,output 1,flag,username,timestamp
/content/drive/MyDrive/lightning-wrapper/flagged/input_img/6e1fc843c569bfbd07ecbbd8fea937c7ad23755f/tmpk0ts_gr1.jpg,0,cat,/content/drive/MyDrive/lightning-wrapper/flagged/output 1/470edf946cc6cd50496ef7a41a963e78af74d356/tmpgioccolo.png,,,2023-10-02 08:15:39.836894
